,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match
559,559,Norwood Public Health Department Mental Health Training,Norwood,50000,DMH - Department Of Mental Health,stephen.cidlevich@mass.gov,50110101,"provided further, not less than $50,000 shall be expended to the Norwood public health department for a Mental Health Training Awareness (MHAT) services",DMH,"Historical, Transport, Occupational, Health",True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,Norwood Public Health Department Mental Health Training
560,560,Norwood VFW Auxiliary Post,Norwood,50000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $50,000 shall be expended for the Norwood VFW Auxiliary Post 2452 in the town of Norwood",EHS,Equality,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Norwood VFW Auxiliary Post
561,561,Nuestras Raices,Holyoke,25000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $25,000 shall be expended for the Nuestras Raices facility in the city of Holyoke",DCR,Equality,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nuestras Raices
562,562,Offset of Transportation Expenses for Norwood Hospital Closure,Lawrence,70000,DPH - Department Of Public Health,robert.w.oliver2@mass.gov,45130101,"provided further, that not less than $70,000 shall be expended to the town of Norwood to offset the rise in transportation expenses after the closure of Norwood Hospital due to a historic climate hazard occurring during the pandemic",DPH,"Environment, Transport, Historical",False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Offset of Transportation Expenses for Norwood Hospital Closure
563,563,Old Colony YMCA in Stoughton,Stoughton,5000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,and (p) Old Colony Young Men’s Christian Association in the town of Stoughton,MDA,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Old Colony YMCA in Stoughton
564,564,One Family Workforce Pilot Project,Brockton,510000,LWD - Executive Office Of Labor And Workforce Development,sheila.l.tunney2@mass.gov,70030102,"provided further, that not less than $510,000 shall be expended for One Family, Inc. for a pilot project to assist residents in the Brockton area in recovering from the economic impact of the 2019 novel coronavirus pandemic through the development of individualized educational and vocational plans and the utilization of career coaching in the city of Brockton",LWD,"Economic, Human Services, Research, Occupational, Education",False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,One Family Workforce Pilot Project
565,565,One Haverhill Fund,Haverhill,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $50,000 shall be expended for the One Haverhill Fund in the city of Haverhill",MDA,Economic,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,One Haverhill Fund
566,566,Open Space Maintenance and Preservation,Hopedale,50000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $50,000 shall be expended for the town of Hopedale to preserve, manage and maintain open space",DCR,"Maintenance, Human Services",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Open Space Maintenance and Preservation
567,567,"Open Table, Inc., Hudson Community Food Pantry, Inc., and Stow Food Pantry, Inc.",Maynard,100000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $100,000 shall be expended for Open Table, Inc. in the town of Maynard, Hudson Community Food Pantry, Inc. and Stow Food Pantry, Inc.",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Open Table, Inc., Hudson Community Food Pantry, Inc., and Stow Food Pantry, Inc."
568,568,Our Daily Bread Food and Resource Center,Taunton,40000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $40,000 shall be expended for the Our Daily Bread Food and Resource Center",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Our Daily Bread Food and Resource Center
569,569,Our Neighbors Table in Amesbury,Amesbury,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $50,000 shall be expended toward Our Neighbors’ Table, Inc. in the city of Amesbury for the purchase and construction of the Seacoast Food Hub",MDA,"Food, Construction, Historical",False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Our Neighbors Table in Amesbury
570,570,Outdoor Seating Enhancements at Frederick Law Olmsted North Park,Fall River,210000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $210,000 shall be expended for outdoor seating enhancements at the Frederick Law Olmsted North park in Fall River",DCR,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Outdoor Seating Enhancements at Frederick Law Olmsted North Park
571,571,Outer Cape Health Services,Provincetown,500000,DPH - Department Of Public Health,robert.w.oliver2@mass.gov,45130101,"provided further, that not less than $500,000 shall be expended to Outer Cape Health Services, Inc. to support the Structured Outpatient Addiction Program",DPH,"Rehabilitation, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Outer Cape Health Services
572,572,Oxford Fire Station Roof Replacement,Oxford,50000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $50,000 shall be expended for roof replacement of the North fire station in Oxford",DCR,"Essential Services, Maintenance",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Oxford Fire Station Roof Replacement
573,573,Padanaram Bridge Improvements,Dartmouth,150000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,15992032,"provided further, that not less than $150,000 shall be expended for improvements to the Padanaram bridge to improve access to the Apponagansett recreational area in the town of Dartmouth",DOT,"Transport, Recreational, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Padanaram Bridge Improvements
574,574,"Parish Cupboard, Inc. for Services Addressing Food Insecurity",West Springfield,100000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $100,000 shall be expended to the Parish Cupboard, Inc. in the city of West Springfield to address food insecurity issues",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Parish Cupboard, Inc. for Services Addressing Food Insecurity"
