,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match,Amendment No.,Title,Sponsor,Subject,Consolidated Amendment,Status
207,587,Pepperell Emergency Vehicle,Pepperell,345000,EPS - Executive Office Of Public Safety & Homeland Security,Brian.Merrick@mass.gov,15992058,"provided further, that $345,000 shall be expended to the town of Pepperell for the purchase of an ambulance",EPS,"Transport, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Pepperell Emergency Vehicle,506,Pepperell Emergency Vehicle,"Kennedy, Edward J. (SEN)",Local,Yes Bundle 3,Adopted
208,589,Permitting Software in the City of Marlborough,Marlborough,190000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $190,000 shall be expended for the city of Marlborough for the procurement of OpenGov online permitting software",DCR,"Technology, Historical",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Permitting Software in the City of Marlborough,5,Permitting Software in the City of Marlborough,"Gregoire, Danielle W. (HOU)",Infrastructure,C,Consolidated
209,594,Phillipston Ambulance,Phillipston,360000,DFS - Department Of Fire Services,David.Clemons@mass.gov,15992058,"provided further, that not less than $360,000 shall be expended for the purchase of an ambulance for the fire department in the town of Phillipston",DFS,Essential Services,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Phillipston Ambulance,616,Phillipston Ambulance,"Gobi, Anne M. (SEN)",Local,Yes Bundle 3,Adopted
210,595,Pilgrim Hall Museum,Plymouth,75000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $75,000 shall be expended for the Pilgrim Hall Museum in Plymouth to provide an economic lifeline",MMP,"Arts, Economic",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pilgrim Hall Museum,372,Pilgrim Hall Museum,"Muratore, Mathew J. (HOU)",Economic Development,D,Consolidated
211,597,Pioneer Valley Economic Revitalization Project,Holyoke,250000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $250,000 shall be expended to the Massachusetts International Festival of the Arts Victory Theatre Performing Arts Center to support the Pioneer Valley Economic Revitalization Project",MMP,"Economic, Research, Arts",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Pioneer Valley Economic Revitalization Project,570,Pioneer Valley Economic Revitalization Project,"Duffy, Patricia A. (HOU)",Economic Development,D,Consolidated
212,598,Pioneer Valley Mosquito Control District,Holyoke,100000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992058,"provided further, that not less than $100,000 shall be expended for the Pioneer Valley Mosquito Control district",MDA,Environment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pioneer Valley Mosquito Control District,558,Pioneer Valley Mosquito Control District,"Comerford, Joanne M. (SEN)",Local,Yes Bundle 3,Adopted
213,602,Plymouth Area Chamber of Commerce,Plymouth,25000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $25,000 shall be expended to the Plymouth Area Chamber of Commerce, Inc. to support small businesses",SEA,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Plymouth Area Chamber of Commerce,84,Plymouth Area Chamber of Commerce,"LaNatra, Kathleen R. (HOU)",Economic Development,D,Consolidated
214,603,Plymouth Regional Economic Development,Plymouth,75000,SEA - Department Of Business And Technology,nhat.le@mass.gov,70022023,"provided further, that not less than $75,000 shall be made available for Plymouth Regional Economic Development Foundation, Inc. for the purpose of supporting small businesses",SEA,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Plymouth Regional Economic Development,93,Plymouth Regional Economic Development,"Moran, Susan L. (SEN)",Economic Development,Yes Bundle 1,Adopted
215,608,Polish American Citizens Club,Boston,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended to rebuild the Polish American Citizen club in order to host cultural events and help recover from the negative impacts of the 2019 novel coronavirus",HED,"Arts, Maintenance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Polish American Citizens Club,1039,Polish American Citizens Club,"Biele, David (HOU)",Economic Development,D,Consolidated
216,617,Psychiatric Beds for Youth in Crisis,Boston,10000000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $10,000,000 shall be expended for the expansion of facilities to increase the number of inpatient psychiatric beds for youth in psychiatric crisis of any chronic disease rehabilitation hospital located in the commonwealth that serve solely children and adolescents",EHS,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Psychiatric Beds for Youth in Crisis,1078,Psychiatric Beds for Youth in Crisis,"Moran, Michael J. (HOU)",Health and Human Services,B,Consolidated
217,619,Public Housing Maintenance in the Town of Acushnet,Acushnet,75000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $75,000 shall be expended for the town of Acushnet public housing authority to complete electrical, Americans with Disabilities Act and other safety improvements at the Presidential Terrace housing facility",DHC,"Housing, Maintenance, Technology",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Public Housing Maintenance in the Town of Acushnet,561,Public Housing Maintenance in the Town of Acushnet,"Hendricks, Christopher (HOU)",Housing,A,Consolidated
218,623,Quaboag Regional High School Athletic Complex,Warren,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,70100015,"provided further, that not less than $100,000 shall be expended for the Quaboag regional high school athletic complex",DCR,Education,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Quaboag Regional High School Athletic Complex,234,Quaboag Regional High School Athletic Complex,"Smola, Todd M. (HOU)",Education,B,Consolidated
219,629,Raynham Public Safety Building Stormwater Management,Raynham,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $100,000 shall be expended for stormwater management at the public safety building in the town of Raynham",DCR,"Construction, Human Services, Environment",False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Raynham Public Safety Building Stormwater Management,339,Raynham Public Safety Building Stormwater Management,"D'Emilia, Angelo L. (HOU)",Infrastructure,C,Consolidated
220,634,Regional Environmental Remediation,Framingham,12000000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000103,"provided further, that not less than $12,000,000 shall be expended by the department of environmental protection for the comprehensive cleanup and environmental remediation at the former site of the General Chemical facility, department of environmental protection site number 3-0019174; provided further, that such cleanup shall include remediation of the site and cleanup to prevent chemical migration or discharges into groundwater or Massachusetts Water Resource Authority aqueducts",DEP,"Maintenance, Arts, Environment",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Regional Environmental Remediation,241-R1,Regional Environmental Remediation,"Creem, Cynthia Stone (SEN)",Health and Human Services,Yes Bundle 3,Adopted
221,640,Restoration and Repair of Warren Barn in Ashland,Ashland,750000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $750,000 shall be expended for the restoration and repair of the Henry Warren Barn at the Warren Conference Center",MMP,"Maintenance, Historical",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Restoration and Repair of Warren Barn in Ashland,65,Restoration and Repair of Warren Barn in Ashland,"Lewis, Jack Patrick (HOU)",Environment/Climate,C,Consolidated
222,642,Riverbend Park Commemoration,Cambridge,25000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $25,000 shall be expended for the People for Riverbend Park Trust for a marker commemorating the contributions of Frederick Law Olmsted and Charles Eliot to Riverbend park in Cambridge",MMP,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Riverbend Park Commemoration,215,Riverbend Park Commemoration,"Owens, Steven C. (HOU)",Economic Development,D,Consolidated
